@relation 'Affect_Clip_Labels_full-weka.filters.unsupervised.attribute.Remove-V-R4,106,157,55,26,176,23,77,74,147,205-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,5,6,7,10,11'

@attribute averagecorrect numeric
@attribute mincorrect numeric
@attribute sumcorrect numeric
@attribute averagepercentcorrectperskill numeric
@attribute sumhinttotal numeric
@attribute averagehinttotal numeric
@attribute mintotalfrattempted numeric
@attribute class {no,yes}

@data
0,0,0,0.691667,0,0,163,no
1,1,2,0.607456,0,0,173,no
0,0,0,0.5,0,0,175,no
1,1,1,0.25,0,0,130,no
0,0,0,0.197035,60,4,133,no
0.333333,0,1,0.43165,0,0,151,no
1,1,1,1,0,0,88,no
0,0,0,0.571429,5,5,91,no
1,1,1,0.714286,0,0,94,no
0,0,0,0.485294,0,0,100,no
0,0,0,0.089286,6,1.5,118,no
1,1,1,1,0,0,123,no
1,1,2,0.733333,0,0,118,no
0.333333,0,1,0.752315,0,0,124,no
0,0,0,0.75,0,0,129,no
1,1,1,0.5,0,0,156,no
0.5,0,1,0.577778,0,0,175,no
1,1,1,0.666667,0,0,180,no
1,1,1,0.784314,0,0,189,no
0,0,0,0.42963,0,0,116,no
0,0,0,0.275862,0,0,125,no
1,1,1,0.5,0,0,179,no
1,1,1,1,0,0,196,no
1,1,1,1,0,0,102,no
0,0,0,0.557778,0,0,149,no
1,1,1,0.7,0,0,156,no
0.333333,0,1,0.543957,0,0,162,no
1,1,1,1,0,0,175,no
1,1,5,0.824762,0,0,72,no
1,1,2,0.857143,0,0,83,no
1,1,2,1,0,0,89,no
1,1,4,0.530025,0,0,121,no
1,1,1,0.857143,0,0,130,no
1,1,2,1,0,0,139,no
1,1,1,0.615385,0,0,158,no
0.666667,0,2,0.651796,0,0,165,no
1,1,1,1,0,0,180,no
1,1,1,1,0,0,184,no
1,1,1,0.6,0,0,186,no
0,0,0,0.473684,0,0,191,no
1,1,1,0.731343,0,0,222,no
1,1,1,0.746479,0,0,226,no
1,1,1,0.727273,0,0,231,no
1,1,2,0.754182,0,0,244,no
0,0,0,0.363636,0,0,252,no
0,0,0,0.147059,0,0,190,no
0,0,0,0.566667,0,0,194,no
0,0,0,0.73913,0,0,203,no
1,1,2,0.678474,0,0,267,no
1,1,1,0.56,0,0,272,no
0,0,0,0.666667,0,0,279,no
1,1,2,0.751282,0,0,292,no
1,1,3,0.686672,0,0,296,no
0,0,0,0.677083,2,2,308,no
1,1,2,1,0,0,311,no
1,1,2,0.612981,0,0,255,no
1,1,1,0.732394,0,0,269,no
1,1,1,0.615385,0,0,276,no
0.5,0,1,0.775681,0,0,190,no
1,1,3,0.857143,0,0,192,no
1,1,2,0.931818,0,0,196,no
1,1,1,0.79661,0,0,200,no
1,1,3,0.869841,0,0,204,no
0,0,0,0.808824,0,0,209,no
1,1,1,0.235294,0,0,231,no
1,1,1,0.242718,0,0,232,no
1,1,2,0.705882,0,0,236,no
0,0,0,0.45,0,0,237,no
0,0,0,0.525862,0,0,218,no
1,1,1,0.539063,0,0,226,no
0.142857,0,1,0.495789,12,1.714286,233,no
1,1,1,0.484277,0,0,237,no
0,0,0,0,0,0,239,no
1,1,2,0.871429,0,0,228,no
1,1,1,0.761364,0,0,245,no
1,1,1,1,0,0,248,no
1,1,2,0.904762,0,0,161,no
1,1,1,0.860465,0,0,166,no
1,1,1,0.726027,0,0,217,no
0,0,0,0.530006,0,0,231,no
1,1,1,1,0,0,294,no
1,1,2,0.870748,0,0,322,no
1,1,1,0.728814,0,0,211,no
1,1,1,0.741935,0,0,215,no
1,1,1,0.777778,0,0,225,no
1,1,2,0.736486,0,0,181,no
0,0,0,0.466667,0,0,183,no
1,1,1,0.5,0,0,188,no
1,1,1,0.52381,0,0,197,no
1,1,2,0.436782,0,0,200,no
1,1,1,1,0,0,172,no
1,1,2,0.752358,0,0,195,no
1,1,1,0.727273,0,0,204,no
1,1,1,0.73913,0,0,207,no
0.666667,0,2,0.757464,0,0,246,no
1,1,1,0.730769,0,0,254,no
1,1,1,0.746988,0,0,259,no
1,1,2,0.775758,0,0,278,no
1,1,1,0.833333,0,0,281,no
1,1,2,0.924242,0,0,284,no
0,0,0,0.837838,0,0,288,no
1,1,2,0.831301,0,0,291,no
0,0,0,0,0,0,297,no
1,1,2,0.833333,0,0,216,no
0,0,0,0.535129,0,0,228,no
1,1,1,0.727273,0,0,236,no
1,1,1,0.686567,0,0,259,no
1,1,1,0.691176,0,0,260,no
1,1,1,0.708333,0,0,264,no
0,0,0,0.688312,0,0,268,no
1,1,1,0.691358,0,0,270,no
1,1,1,0.8,0,0,274,no
1,1,1,0.925,0,0,159,no
1,1,2,1,0,0,162,no
1,1,4,0.833333,0,0,164,no
1,1,1,1,0,0,178,no
1,1,1,0.714286,0,0,238,no
1,1,2,0.675,0,0,241,no
0,0,0,0,0,0,246,no
0,0,0,0.674872,0,0,252,no
0.333333,0,1,0.666681,0,0,262,no
1,1,1,0.818182,0,0,132,no
1,1,3,0.893939,0,0,134,no
1,1,5,0.89121,0,0,141,no
0,0,0,0.757576,0,0,143,no
1,1,2,0.710256,0,0,147,no
1,1,1,0.786885,0,0,255,no
1,1,1,1,0,0,262,no
0,0,0,0.5,0,0,263,no
1,1,1,0.571429,0,0,264,no
1,1,1,0.5,0,0,265,no
1,1,1,1,0,0,269,no
1,1,2,0.744652,0,0,270,no
0,0,0,0.432204,8,2,280,no
1,1,1,0.417722,0,0,283,no
1,1,1,0.425,0,0,284,no
1,1,1,0.432099,0,0,285,no
0,0,0,0.625,0,0,286,no
0,0,0,0.727273,0,0,289,no
1,1,1,0.420455,0,0,295,no
1,1,2,0.785714,0,0,5,no
1,1,2,0.666667,0,0,14,no
0,0,0,0.0625,0,0,27,no
0,0,0,0.166667,0,0,32,no
1,1,1,0.75,0,0,17,no
0.333333,0,1,0.327778,0,0,23,no
1,1,1,0.6,0,0,28,no
0,0,0,0.5,0,0,40,no
0,0,0,0.111111,0,0,2,no
0,0,0,0.166667,0,0,1,no
0,0,0,0.25,0,0,6,no
0.333333,0,1,0.055556,0,0,16,no
1,1,2,0.535714,0,0,27,no
1,1,3,0.558608,0,0,39,no
1,1,1,0.714286,0,0,11,no
0,0,0,0.333333,0,0,23,no
1,1,3,1,0,0,30,no
0,0,0,0.2,0,0,38,no
0,0,0,0.25,0,0,37,no
0,0,0,0,0,0,10,no
1,1,2,1,0,0,14,no
1,1,1,0.357143,0,0,19,no
0.6,0,3,0.382179,0,0,25,no
0,0,0,0.083333,0,0,30,yes
0.25,0,1,0.4211,8,2,41,no
0.333333,0,1,0.245238,0,0,9,no
0,0,0,0,4,4,19,no
0.333333,0,1,0.066667,0,0,23,no
0.5,0,1,0.283333,4,2,54,no
0.333333,0,1,0.318148,4,1.333333,61,no
0.25,0,1,0.041667,8,2,65,no
0.333333,0,1,0.111111,0,0,69,no
1,1,2,1,0,0,76,no
1,1,1,0.316456,0,0,80,no
1,1,3,1,0,0,9,no
1,1,3,1,0,0,15,no
0.5,0,1,0.6,0,0,19,no
1,1,1,1,0,0,31,no
0.5,0,1,0.909091,0,0,34,no
0,0,0,0.466667,0,0,49,no
1,1,1,1,0,0,4,no
1,1,2,0.291667,0,0,17,no
1,1,4,0.701923,0,0,21,no
1,1,4,1,0,0,26,no
0,0,0,0,0,0,4,no
0.5,0,1,0.657143,0,0,12,no
0.333333,0,1,0.305556,6,2,21,no
1,1,3,1,0,0,34,no
0.2,0,1,0.2,0,0,49,no
1,1,2,0.52381,0,0,30,no
1,1,1,1,0,0,4,no
0,0,0,0,0,0,6,no
0,0,0,0.416667,0,0,16,no
0.5,0,3,0.666667,0,0,22,no
1,1,2,0.333333,0,0,37,no
0,0,0,0.166667,0,0,16,no
1,1,2,1,0,0,27,no
1,1,1,1,0,0,2,no
0.333333,0,1,0.083333,0,0,13,no
1,1,3,0.875,0,0,19,no
0,0,0,0.375,0,0,34,no
0.333333,0,1,0.333333,0,0,12,no
1,1,3,0.833333,0,0,35,no
0.5,0,2,0.1875,0,0,39,no
1,1,1,0.666667,0,0,46,no
0.307692,0,4,0.338514,24,1.846154,62,no
1,1,1,0.5,0,0,17,no
0.666667,0,2,0.777778,0,0,10,no
1,1,2,1,0,0,71,no
0,0,0,0.142857,3,3,77,no
1,1,2,0.65,0,0,78,no
1,1,1,1,0,0,119,no
1,1,1,0.285714,0,0,121,no
1,1,1,0.571429,0,0,132,no
0,0,0,0.5625,0,0,134,no
1,1,1,0.333333,0,0,142,no
1,1,1,0.636364,0,0,85,no
1,1,2,0.58125,0,0,98,no
1,1,1,0.5,0,0,99,no
1,1,1,1,0,0,102,no
1,1,1,0.714286,0,0,105,no
1,1,2,1,0,0,108,no
1,1,3,0.589286,0,0,109,no
1,1,1,1,0,0,110,no
1,1,1,0.8,0,0,84,no
1,1,1,1,0,0,87,no
1,1,1,1,0,0,89,no
1,1,1,1,0,0,91,no
1,1,1,0.875,0,0,97,no
1,1,1,0.88,0,0,98,no
1,1,1,0.884615,0,0,99,no
0,0,0,0.6,0,0,116,no
1,1,1,0.666667,0,0,120,no
1,1,3,0.710317,0,0,84,no
1,1,3,0.444444,0,0,98,no
0,0,0,0.309629,4,2,141,no
1,1,1,0.319672,0,0,142,no
1,1,1,0.318182,0,0,154,no
1,1,1,0.322581,0,0,170,no
0,0,0,0.479565,0,0,175,no
1,1,1,1,0,0,130,no
1,1,1,0.697674,0,0,136,no
1,1,2,1,0,0,138,no
0,0,0,0.222222,0,0,139,no
1,1,4,0.699653,0,0,144,no
1,1,1,1,0,0,154,no
1,1,1,1,0,0,155,no
1,1,1,1,0,0,73,no
1,1,1,1,0,0,75,no
1,1,1,0.714286,0,0,73,no
1,1,1,1,0,0,78,no
1,1,1,1,0,0,85,no
1,1,3,0.725443,0,0,86,no
1,1,1,1,0,0,94,no
1,1,1,0.6,0,0,107,no
1,1,1,0.333333,0,0,112,no
1,1,4,0.9375,0,0,74,no
1,1,2,0.821429,0,0,100,no
0,0,0,0.423077,0,0,73,no
1,1,1,1,0,0,83,no
1,1,2,0.416667,0,0,86,no
1,1,3,0.964912,0,0,66,no
1,1,2,0.95,0,0,67,no
1,1,3,1,0,0,98,no
1,1,3,0.880952,0,0,103,no
1,1,1,1,0,0,105,no
1,1,1,1,0,0,115,no
1,1,3,0.758553,0,0,109,no
1,1,1,1,0,0,113,no
1,1,1,1,0,0,114,no
1,1,2,0.8125,0,0,120,no
0,0,0,0.611111,0,0,121,no
1,1,1,0.692308,0,0,128,no
1,1,1,1,0,0,65,no
0,0,0,0.46875,0,0,69,no
0,0,0,0.5,0,0,80,no
1,1,2,1,0,0,85,no
0,0,0,0.48,0,0,102,no
0,0,0,0,0,0,109,no
0.333333,0,1,0.814815,0,0,124,no
1,1,2,0.557692,0,0,128,no
0.5,0,1,0.551786,0,0,138,no
1,1,2,0.60044,0,0,149,no
1,1,1,0.64,0,0,151,no
1,1,1,1,0,0,74,no
1,1,1,0.5,0,0,85,no
1,1,1,0.6,0,0,88,no
0,0,0,0.75,0,0,93,no
1,1,1,0.5,0,0,195,no
1,1,2,0.594118,0,0,208,no
0.25,0,1,0.577763,0,0,214,no
1,1,1,0.576923,0,0,218,no
0.4,0,2,0.662857,0,0,76,no
0,0,0,0.7,4,4,86,no
1,1,1,0.6,0,0,90,no
1,1,1,0.666667,0,0,94,no
1,1,1,1,0,0,152,no
1,1,2,1,0,0,154,no
1,1,1,0.5,0,0,168,no
1,1,1,0.72,0,0,173,no
1,1,1,0.714286,0,0,105,no
0.5,0,1,0.65625,0,0,113,no
1,1,2,0.75,0,0,119,no
0,0,0,0.5,0,0,137,no
1,1,1,0.434783,0,0,176,no
1,1,3,0.58328,0,0,177,no
1,1,1,1,0,0,183,no
1,1,1,1,0,0,186,no
1,1,2,0.875,0,0,194,no
0,0,0,0.666667,0,0,198,no
1,1,2,0.833333,0,0,164,no
0,0,0,0.566667,0,0,174,no
1,1,5,0.606,0,0,222,no
0.5,0,1,0.292857,0,0,234,no
0.5,0,2,0.359938,0,0,247,no
1,1,1,0.714286,0,0,255,no
1,1,1,0.53125,0,0,185,no
1,1,1,1,0,0,196,no
0,0,0,0.304958,25,5,199,no
0.166667,0,1,0.593645,12,2,205,no
1,1,2,0.75,0,0,220,no
0,0,0,0.5,0,0,119,no
1,1,1,0.6,0,0,122,no
1,1,3,0.754091,0,0,117,no
1,1,2,0.173611,8,4,121,no
0,0,0,0.481818,0,0,168,no
1,1,1,0.416667,2,2,202,no
1,1,2,0.552083,0,0,206,no
0,0,0,0.45,0,0,214,no
1,1,1,0.857143,0,0,125,no
0.333333,0,1,0.611111,0,0,129,no
1,1,1,1,0,0,141,no
1,1,1,1,0,0,144,no
1,1,1,0.875,0,0,129,no
1,1,4,0.935223,0,0,134,no
1,1,3,1,0,0,142,no
1,1,4,0.9375,0,0,145,no
1,1,3,0.933333,0,0,116,no
1,1,1,0.846154,0,0,123,no
1,1,2,0.701993,0,0,130,no
1,1,1,0.714286,0,0,137,no
0.333333,0,1,0.641667,0,0,150,no
1,1,1,0.727273,0,0,168,no
0,0,0,0.612821,0,0,170,no
0.333333,0,1,0.44174,9,3,163,no
0,0,0,0.469744,0,0,167,no
0,0,0,0.44101,0,0,167,no
0,0,0,0.5,0,0,171,no
1,1,1,0.419355,0,0,185,no
0.5,0,1,0.457516,0,0,188,no
0.111111,0,1,0.452096,42,4.666667,198,no
0,0,0,0.583333,3,3,205,no
1,1,1,0.8,0,0,210,no
1,1,2,0.752525,0,0,136,no
0,0,0,0.928571,0,0,152,no
1,1,1,1,0,0,149,no
1,1,3,0.974359,0,0,167,no
1,1,1,1,0,0,171,no
1,1,1,1,0,0,179,no
0.5,0,1,0.527932,0,0,218,no
1,1,1,0.576087,0,0,229,no
0,0,0,0.578947,0,0,232,no
1,1,2,0.788793,0,0,245,no
1,1,1,0.555556,0,0,142,no
1,1,2,0.577778,0,0,157,no
0.666667,0,2,0.639495,0,0,179,no
1,1,1,0.651163,0,0,309,no
1,1,1,1,0,0,310,no
1,1,1,0.333333,0,0,311,no
1,1,1,0.444444,0,0,314,no
1,1,1,0.666667,0,0,315,no
1,1,3,0.737329,0,0,190,no
1,1,1,0.540541,0,0,192,no
1,1,1,0.692308,0,0,205,no
0,0,0,0.7,0,0,210,no
1,1,2,0.726476,0,0,222,no
1,1,1,0.5,0,0,232,no
0,0,0,0.610656,0,0,235,no
0.666667,0,2,0.710151,0,0,247,no
1,1,1,0.714286,0,0,262,no
0,0,0,0.8,0,0,178,no
0,0,0,0.736842,1,1,181,no
1,1,1,0.606061,0,0,189,no
1,1,3,0.818119,0,0,192,no
0.4,0,2,0.754259,0,0,208,no
1,1,2,0.764689,0,0,214,no
1,1,1,0.794118,0,0,223,no
1,1,1,0.285714,0,0,227,no
1,1,1,0.596154,0,0,259,no
1,1,4,0.75,0,0,264,no
1,1,1,0.579832,0,0,270,no
1,1,1,1,0,0,272,no
1,1,2,0.599223,0,0,258,no
0.333333,0,1,0.650265,0,0,261,no
0,0,0,0.497312,0,0,262,no
1,1,2,0.606061,0,0,273,no
1,1,1,0.671429,0,0,276,no
0,0,0,0.638554,0,0,284,no
0.2,0,1,0.385528,0,0,320,no
0.25,0,1,0.382601,12,3,329,no
1,1,1,1,0,0,347,no
1,1,1,0.611111,0,0,356,no
1,1,1,0.631579,0,0,257,no
1,1,1,0.633929,0,0,270,no
1,1,1,1,0,0,280,no
0,0,0,0.8,0,0,233,no
1,1,1,0.797297,0,0,240,no
0,0,0,0.797576,6,3,251,no
1,1,2,0.889535,0,0,253,no
1,1,2,0.675,0,0,264,no
0,0,0,0.682927,3,3,273,no
1,1,1,0.555556,0,0,189,no
1,1,1,0.615385,0,0,194,no
0,0,0,0.343244,0,0,197,no
1,1,1,0.617647,0,0,201,no
1,1,1,0.614286,0,0,205,no
1,1,1,0.651163,0,0,219,no
1,1,1,0.677419,0,0,225,no
1,1,3,0.708812,0,0,276,no
1,1,1,1,0,0,282,no
1,1,1,0.75,0,0,293,no
1,1,1,1,0,0,199,no
1,1,2,0.855655,0,0,204,no
1,1,1,0.862745,0,0,206,no
1,1,1,0.87931,0,0,213,no
1,1,1,0.857143,0,0,217,no
1,1,1,0.777778,0,0,203,no
1,1,1,0.787879,0,0,206,no
1,1,1,0.815789,0,0,216,no
1,1,2,0.531373,0,0,227,no
1,1,1,0.576923,0,0,235,no
1,1,1,0.846154,0,0,202,no
1,1,1,0.666667,0,0,204,no
1,1,1,0.698113,0,0,211,no
1,1,1,0.828125,0,0,224,no
1,1,1,0.838235,0,0,228,no
1,1,1,0.857143,0,0,272,no
0,0,0,0.285714,0,0,278,no
1,1,1,0.45,0,0,293,no
1,1,1,0.5,0,0,299,no
1,1,3,0.498299,0,0,288,no
1,1,1,0.483871,0,0,295,no
0,0,0,0.509615,0,0,306,no
1,1,1,0.366667,0,0,324,no
0,0,0,0,3,3,283,no
1,1,1,0.25,2,2,331,no
0.333333,0,1,0.355159,0,0,194,no
0,0,0,0.380952,0,0,198,no
1,1,1,0.666667,0,0,212,no
1,1,2,0.676735,0,0,218,no
0,0,0,0.637061,0,0,226,no
1,1,1,0.659574,0,0,222,no
0,0,0,0.666667,0,0,227,no
1,1,1,0.72,0,0,234,no
1,1,1,0.723684,0,0,238,no
1,1,2,0.732473,0,0,241,no
1,1,4,0.773693,0,0,249,no
1,1,1,0.714286,0,0,18,no
1,1,1,1,0,0,6,no
1,1,1,1,0,0,7,no
1,1,3,1,0,0,8,no
1,1,2,1,0,0,11,no
0.5,0,4,0.583333,0,0,12,no
1,1,1,0.2,0,0,15,no
0.5,0,1,0.166667,0,0,15,no
1,1,1,1,0,0,34,no
1,1,1,0.333333,0,0,41,no
1,1,2,0.390152,0,0,54,no
1,1,1,0.714286,0,0,11,no
1,1,4,1,0,0,19,no
1,1,2,0.651515,0,0,25,no
1,1,4,0.803571,0,0,37,no
1,1,1,1,0,0,12,no
1,1,1,0.818182,0,0,36,no
1,1,1,1,0,0,12,no
0,0,0,0.333333,0,0,15,no
0,0,0,0,0,0,16,no
1,1,1,0.8,0,0,5,no
0,0,0,0,0,0,7,no
0,0,0,0.15,4,2,8,no
1,1,1,1,0,0,18,no
0,0,0,0.5,0,0,23,no
0,0,0,0,0,0,13,no
1,1,2,1,0,0,19,no
1,1,1,1,0,0,21,no
1,1,1,0.555556,0,0,8,no
1,1,3,1,0,0,12,no
1,1,2,0.75,0,0,24,no
1,1,1,0.875,0,0,33,no
0,0,0,0,0,0,39,no
0,0,0,0.095238,0,0,8,no
1,1,1,0.6,0,0,12,no
1,1,1,0.666667,0,0,14,no
0,0,0,0.238095,0,0,15,no
0,0,0,0,0,0,21,no
0,0,0,0,0,0,25,yes
0,0,0,0,0,0,33,no
0,0,0,0,0,0,13,no
0.142857,0,1,0.211905,0,0,15,no
1,1,2,0.85,0,0,22,no
0,0,0,0.222222,0,0,8,no
1,1,3,1,0,0,15,no
1,1,1,0.62069,0,0,88,no
0.25,0,1,0.547829,0,0,93,no
1,1,1,1,0,0,100,no
1,1,1,0.333333,0,0,55,no
1,1,2,0.690476,0,0,70,no
0,0,0,0.509259,0,0,87,no
1,1,3,0.732479,0,0,98,no
0,0,0,0.666667,3,3,105,no
0,0,0,0.583333,2,2,112,no
0,0,0,0.421053,0,0,121,no
1,1,1,0.75,0,0,130,no
0.333333,0,2,0.568423,10,1.666667,141,no
1,1,1,0.565217,0,0,146,no
1,1,2,0.84375,0,0,99,no
0,0,0,0.528502,0,0,107,no
0.5,0,1,0.472222,0,0,109,no
1,1,1,0.5625,0,0,114,no
1,1,4,0.555628,0,0,71,no
1,1,1,1,0,0,83,no
0,0,0,0,0,0,92,no
0.666667,0,2,0.716239,0,0,100,no
1,1,2,0.913043,0,0,78,no
1,1,1,0.833333,0,0,81,no
1,1,1,0.5,0,0,92,no
1,1,3,0.821637,0,0,61,no
1,1,2,0.825,0,0,64,no
1,1,1,0.666667,0,0,68,no
1,1,3,0.805556,0,0,71,no
1,1,2,0.6,0,0,77,no
0.5,0,2,0.59145,0,0,87,no
1,1,1,0.333333,0,0,90,no
1,1,6,0.845497,0,0,104,no
1,1,2,0.816667,0,0,114,no
1,1,4,0.710397,0,0,115,no
0.5,0,1,0.5625,0,0,117,no
0.272727,0,3,0.181743,30,2.727273,90,no
1,1,1,1,0,0,114,no
1,1,1,1,0,0,100,no
0,0,0,0,4,4,105,no
1,1,1,0.714286,0,0,113,no
1,1,1,0.625,0,0,114,no
0,0,0,0.555556,0,0,114,no
1,1,1,0.666667,0,0,119,no
1,1,1,0.705882,0,0,121,no
1,1,1,0.651163,0,0,122,no
0,0,0,0.5,0,0,123,no
1,1,3,1,0,0,36,no
1,1,2,0.638889,0,0,45,no
1,1,2,0.59375,0,0,64,no
0.666667,0,2,0.629212,0,0,65,no
1,1,1,0.583333,0,0,102,no
1,1,1,0.583333,0,0,119,no
0,0,0,0.1875,0,0,128,no
0.666667,0,4,0.552899,0,0,135,no
1,1,3,0.704316,0,0,146,no
1,1,1,1,0,0,147,no
1,1,3,0.81694,0,0,148,no
0.25,0,1,0.589286,0,0,32,no
0,0,0,0,0,0,40,no
1,1,1,0.666667,0,0,44,no
0,0,0,0.666667,0,0,47,no
1,1,1,0.75,0,0,51,no
1,1,3,0.830688,0,0,66,no
1,1,1,1,0,0,74,no
1,1,2,0.928571,0,0,78,no
1,1,1,0.8,0,0,84,no
1,1,1,0.722222,0,0,90,no
1,1,1,0.782609,0,0,95,no
1,1,2,0.941176,0,0,98,no
1,1,2,0.897368,0,0,101,no
0.333333,0,1,0.685432,0,0,104,no
0,0,0,0.371429,0,0,113,no
1,1,1,0.761905,0,0,118,no
1,1,4,0.737694,0,0,119,no
1,1,2,0.886364,0,0,121,no
0,0,0,0.375,0,0,127,no
1,1,2,0.895833,0,0,100,no
1,1,4,0.906469,0,0,105,no
0.5,0,1,0.708333,0,0,109,no
1,1,1,0.526316,0,0,116,no
0.25,0,1,0.144415,12,3,121,no
0.5,0,2,0.696137,0,0,125,no
0,0,0,0.385772,0,0,132,no
0.6,0,3,0.565581,0,0,135,no
1,1,1,1,0,0,87,no
1,1,1,1,0,0,89,no
0,0,0,0,0,0,94,no
1,1,1,1,0,0,71,no
0,0,0,0.555556,0,0,76,no
1,1,1,0.75,0,0,80,no
0,0,0,0.3,0,0,93,no
0,0,0,0.428571,0,0,95,no
1,1,1,0.642857,0,0,98,no
0.5,0,2,0.5,0,0,89,no
1,1,1,0.625,0,0,98,no
1,1,3,0.809091,0,0,102,no
0.272727,0,3,0.429453,63,5.727273,110,no
1,1,2,0.421937,0,0,117,no
0.333333,0,1,0.117989,9,3,121,no
1,1,4,0.818182,0,0,64,no
1,1,3,0.9,0,0,92,no
0,0,0,0.661458,0,0,76,no
1,1,1,0.75,0,0,92,no
0.8,0,4,0.386364,0,0,212,no
1,1,1,0.724638,0,0,220,no
1,1,1,0.735294,0,0,233,no
1,1,1,0.684211,0,0,235,no
0,0,0,0.379187,0,0,157,no
1,1,1,0.381295,0,0,159,no
0,0,0,0,0,0,173,no
0,0,0,0.535757,0,0,271,no
1,1,2,0.445355,0,0,279,no
1,1,1,0.538462,0,0,287,no
0.666667,0,2,0.516708,0,0,292,no
0,0,0,0.354545,0,0,294,no
0.333333,0,1,0.383787,3,1,304,no
1,1,2,0.393939,0,0,257,no
1,1,1,0.555556,0,0,267,no
0.5,0,2,0.537132,0,0,271,no
1,1,3,0.713639,0,0,283,no
1,1,1,1,0,0,290,no
1,1,3,0.893939,0,0,211,no
1,1,1,0.797297,0,0,221,no
1,1,3,0.677083,0,0,227,no
1,1,1,0.819277,0,0,230,no
1,1,1,0.6,0,0,234,no
1,1,1,0.818182,0,0,236,no
1,1,2,0.877551,0,0,210,no
0,0,0,0.428571,0,0,217,no
0.5,0,1,0.677831,6,3,221,no
1,1,1,0.705882,0,0,193,no
0,0,0,0.154762,6,3,243,no
1,1,1,0.38255,0,0,272,no
1,1,1,0.707965,0,0,272,no
1,1,1,0.75,0,0,273,no
0,0,0,0.277778,0,0,275,no
1,1,1,0.763158,0,0,279,no
0,0,0,0.725,0,0,281,no
0,0,0,0.74359,0,0,280,no
1,1,1,0.731707,0,0,281,no
1,1,2,0.736232,0,0,284,no
1,1,1,0.638298,0,0,156,no
1,1,2,0.628289,0,0,163,no
1,1,1,0.471831,0,0,199,no
0,0,0,0.363636,0,0,207,no
0,0,0,0.75,0,0,193,no
0.333333,0,1,0.52381,0,0,216,no
1,1,2,0.30602,0,0,218,no
1,1,1,0.428571,0,0,227,no
0,0,0,0.333333,0,0,173,no
0,0,0,0.259253,4,1,185,no
0.5,0,2,0.440851,0,0,185,no
0.333333,0,1,0.548513,0,0,188,no
1,1,1,1,0,0,177,no
1,1,1,1,0,0,185,no
1,1,2,0.892461,0,0,197,no
1,1,2,0.807963,0,0,216,no
1,1,1,0.54386,0,0,313,no
1,1,1,0.5625,0,0,317,no
0,0,0,0.458686,0,0,318,no
1,1,1,0.388889,0,0,323,no
0,0,0,0.3,0,0,324,no
0,0,0,0.640848,4,1.333333,327,no
0,0,0,0.544118,0,0,329,no
1,1,4,0.570489,0,0,277,no
1,1,2,0.601841,0,0,279,no
0,0,0,0.571429,0,0,307,no
1,1,1,0.454545,0,0,313,no
1,1,3,0.583567,0,0,315,no
1,1,1,0.5,0,0,287,no
1,1,1,0.666667,0,0,288,no
1,1,1,0.75,0,0,290,no
1,1,1,0.652778,0,0,293,no
1,1,1,0.72093,0,0,218,no
1,1,1,0.4,0,0,220,no
0,0,0,0.673469,0,0,228,no
0,0,0,0.6875,0,0,227,no
0.666667,0,2,0.383333,0,0,239,no
1,1,2,0.716667,0,0,248,no
1,1,1,0.775,0,0,280,no
1,1,1,0.783133,0,0,283,no
0,0,0,0.594203,0,0,237,no
1,1,1,0.585106,0,0,247,no
1,1,1,0.61,0,0,257,no
1,1,1,0.758621,0,0,199,no
1,1,1,0.774194,0,0,201,no
1,1,1,0.757576,0,0,203,no
1,1,1,0.690476,0,0,207,no
1,1,1,0.8,0,0,104,no
0.5,0,1,0.717949,0,0,106,no
1,1,2,0.6325,0,0,113,no
1,1,2,0.661458,0,0,119,no
0,0,0,0.538194,0,0,128,no
1,1,1,0.8,0,0,89,no
0,0,0,0.4375,0,0,112,no
0.333333,0,1,0.490196,0,0,46,no
1,1,2,1,0,0,53,no
0,0,0,0.388889,0,0,55,no
1,1,1,1,0,0,80,no
1,1,1,0.714286,0,0,83,no
1,1,1,0.466667,0,0,101,no
0,0,0,0.491987,0,0,115,no
1,1,2,0.536842,0,0,119,no
1,1,2,0.594156,0,0,82,no
1,1,2,0.86,0,0,95,no
1,1,6,0.682407,0,0,112,no
1,1,1,0.6,0,0,120,no
0.5,0,1,0.69537,0,0,127,no
1,1,3,0.25812,0,0,97,no
0,0,0,0.425452,0,0,113,no
0.25,0,1,0.418849,15,3.75,121,no
0,0,0,0.358209,0,0,128,no
0.666667,0,2,0.361255,0,0,132,no
0.25,0,1,0.350182,0,0,139,no
1,1,1,0.368932,0,0,150,no
0,0,0,0,0,0,157,no
0.125,0,1,0.217329,56,7,173,no
0.25,0,1,0.279167,12,3,31,no
1,1,2,1,0,0,32,no
1,1,1,1,0,0,43,no
0.25,0,1,0.349359,0,0,49,no
1,1,1,0.666667,0,0,103,no
0,0,0,0.47619,0,0,94,no
1,1,3,0.842593,0,0,102,no
1,1,1,0.8,0,0,103,no
1,1,4,0.814092,0,0,116,no
1,1,1,0.533333,0,0,101,no
0.4,0,2,0.547816,0,0,106,no
0.142857,0,1,0.187158,28,4,56,no
0.333333,0,1,0.047619,0,0,63,no
1,1,2,1,0,0,65,no
1,1,2,0.761905,0,0,72,no
0,0,0,0.526103,16,2.285714,74,no
0,0,0,0.465909,0,0,78,no
