@relation 'Affect_Clip_Labels_full-weka.filters.unsupervised.attribute.Remove-V-R4,106,157,55,26,176,23,77,74,147,205-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,5,6,7,10,11-weka.filters.supervised.instance.SMOTE-C0-K5-P560.0-S1-weka.filters.unsupervised.instance.Randomize-S42'

@attribute averagecorrect numeric
@attribute mincorrect numeric
@attribute sumcorrect numeric
@attribute averagepercentcorrectperskill numeric
@attribute sumhinttotal numeric
@attribute averagehinttotal numeric
@attribute mintotalfrattempted numeric
@attribute class {no,yes}

@data
0,0,0,0.333333,0,0,266,no
0,0,0,0.201988,30,3,6,no
1,1,2,0.634921,0,0,74,no
1,1,1,1,0,0,34,no
0.696633,0.934603,0.061969,0.346857,2.062542,0.911929,84.280595,yes
1,1,1,0.4,0,0,27,no
1,1,1,0.625,0,0,67,no
0.666667,0,2,0.651796,0,0,165,no
0,0,0,0.188746,2,1,5,no
0,0,0,0,6,3,20,no
1,1,1,1,0,0,26,no
0,0,0,0.031979,3.879717,3.776514,13.244511,yes
0,0,0,0,0,0,5,no
1,1,2,0.85,0,0,22,no
1,1,1,0.2,3,3,25,no
1,1,1,0.470531,0.026598,0.839708,3.042219,yes
1,1,1,0.7,3,3,7,no
0.356553,0,1,0.090999,3.123426,1.279831,51.527223,yes
1,1,1,0.5,0,0,22,no
1,1,1,1,0,0,29,no
0.5,0,1,0.5625,0,0,117,no
0,0,0,0,0,0,19,no
1,1,1,0.615385,0,0,194,no
0.285714,0,2,0.328176,6,0.857143,342,no
0,0,0,0.033231,3,3,42.523618,yes
0,0,0,0.688312,0,0,268,no
1,1,2,0.607456,0,0,173,no
1,1,1,1,0,0,5,no
1,1,1,0.8,3,3,15,no
1,1,1,0.136364,3,3,100,no
1,1,2,0.807963,0,0,216,no
1,1,1,0.730769,0,0,254,no
1,1,1,0.908091,0.476592,0.170183,4,yes
0.2,0,1,0.27,9,1.8,205,no
0,0,0,0.418013,12,3,40.877746,yes
0.5,0,4,0.682576,0,0,103,no
0,0,0,0.064666,6.240905,3,42.828752,yes
0.097244,0,0.148282,0.042674,8.839586,3.951791,23.838847,yes
0,0,0,0.322115,0,0,354,no
1,1,1,1,2,2,5,no
0,0,0,0,3,3,20,no
0,0,0,0.382806,2.423019,2.233628,1,yes
0.666667,0,2,0.594924,0,0,130,no
1,1,1,0.5,3,3,24,no
0,0,0,0.26013,4.169263,2.806912,17.561087,yes
1,1,1,0.571429,3,3,15,no
0,0,0,0.047619,5,5,10,no
0,0,0,0.223475,0,0,205,no
1,1,1,0.444444,0,0,55,no
1,1,2,0.708333,0,0,46,no
0,0,0,0.321429,0,0,178,no
0,0,0,0,0,0,17,no
1,1,4,0.803571,0,0,37,no
1,1,1,0.555556,0,0,12,no
0,0,0,0.363031,2.738564,2.803229,1,yes
1,1,1,0.25,3,3,2,no
1,1,1,1,2,2,7,no
0.166667,0,1,0.181557,18,3,16,no
0.25,0,1,0.279167,12,3,31,no
1,1,3,0.923077,0,0,156,no
0,0,0,0.169038,20,4,14,no
0.333333,0,1,0.490065,0,0,189,no
0,0,0,0.074979,4,4,5.213327,yes
1,1,4,0.808333,0,0,80,no
0,0,0,0,0,0,7,no
1,1,1,1,0,0,172,no
0,0,0,0.25,3,3,8,no
1,1,1,1,0,0,73,no
0.666667,0,2,0.557143,15,5,36,no
1,1,1,0.533333,0,0,300,no
1,1,2,0.5,0,0,13,no
1,1,1,1,0,0,23,no
0,0,0,0.654762,8,4,50,no
1,1,1,1,0,0,171,no
0,0,0,0.5,2,2,9,no
0,0,0,0,2,2,1,no
0.033596,0,0.231193,0.021614,190.328067,3.508222,23.91464,yes
0.25,0,1,0.316924,12,3,32,no
1,1,2,0.690476,0,0,70,no
0,0,0,0.242368,3.693574,3.224769,4.452307,yes
0,0,0,0,0,0,27,no
1,1,1,0.555556,0,0,8,no
0,0,0,0,0,0,17,no
0.5,0,1,0.5,0,0,38,yes
1,1,1,0.444444,0,0,72,no
1,1,1,0.444444,2,2,17,no
1,1,3,0.893939,0,0,134,no
0.75,0,3,0.628729,0,0,86,no
0,0,0,0,3,3,11,no
1,1,1,1,0,0,8,no
0.05668,0.516147,0.084006,0.416303,4,4,12.512246,yes
0.222222,0,2,0.181246,32,3.555556,18,no
1,1,1,0.420455,0,0,295,no
1,1,1,0.6875,0,0,172,no
0,0,0,0.147059,0,0,190,no
0.285714,0,2,0.323399,2,0.285714,250,no
0,0,0,0.369419,5.93308,3.359356,17.918041,yes
0,0,0,0.6875,0,0,42,no
0.666667,0,2,0.374086,0,0,177,no
0,0,0,0.0625,0,0,27,no
0.332663,0,0.765879,0.134832,0,0,29.467477,yes
0,0,0,0.100704,6,1.297346,5.256328,yes
1,1,1,0.5,0,0,87,no
1,1,2,1,0,0,70,no
1,1,3,0.857143,0,0,192,no
1,1,1,1,0,0,10,no
0.166667,0,1,0.175115,18,3,92,yes
0,0,0,0.1875,0,0,128,no
1,1,1,1,0,0,114,no
0,0,0,0.407757,3.053219,3.70812,13,yes
0,0,0,0.125,3,3,3,yes
1,1,1,0.166667,4,4,15,no
1,1,1,1,2,2,11,no
1,1,1,1,0,0,129,no
0,0,0,0,12,6,9,no
0.5,0,4,0.288302,0,0,46,no
1,1,1,0.333333,0,0,90,no
0,0,0,0.444444,2,2,12,no
0,0,0,0.308333,9,3,7,no
0,0,0,0.5,0,0,13,no
0,0,0,0.666667,0,0,227,no
0.435714,0,0.097557,0.268064,0,0,27.334081,yes
1,1,1,0.666667,0,0,158,no
1,1,1,0.686567,0,0,259,no
1,1,1,0.375,3,3,24,no
1,1,1,1,0,0,22,no
0.762582,0.637906,0.862581,0.455437,1.824385,0.7172,29,yes
0.166667,0,1,0.289134,12,2,248,no
1,1,1,0.518519,0,0,229,no
1,1,2,0.585714,5,2.5,33,no
1,1,1,0.7,0,0,37,no
0,0,0,0.27619,6,3,16,no
0,0,0,0.282697,2,2,1,yes
1,1,1,1,0,0,10,no
0.5,0,2,0.513472,0,0,226,no
1,1,1,0.6,0,0,120,no
0,0,0,0,3,3,7,no
1,1,1,1,0,0,28,no
0,0,0,0.201714,0,0,17.089895,yes
0,0,0,0.285876,8.108255,3.235289,16.956427,yes
0,0,0,0.3,0,0,255,no
1,1,1,0.625,0,0,15,no
1,1,1,1,0,0,2,no
0,0,0,0,24,4,5,no
1,1,2,0.536842,0,0,119,no
1,1,1,0.394737,0,0,88,yes
1,1,1,0.714286,0,0,262,no
1,1,1,0.5,0,0,77,no
1,1,1,0.5,3,3,32,no
0,0,0,0,0,0,11,no
1,1,1,1,0,0,31,no
1,1,1,1,2,2,4,no
0.5,0,2,0.457143,12,3,5,no
0.333333,0,1,0.31846,6,2,260,no
0.385122,0.886762,0.870254,0.435062,0,0,28.432246,yes
0,0,0,0.333333,0,0,15,no
0,0,0,0.808824,0,0,209,no
1,1,1,0.627399,0.296633,0.460489,4,yes
1,1,1,0.548673,0,0,281,no
0.427689,0.715306,1.876096,0.548022,0,0,19.640552,yes
0,0,0,0,0,0,37,no
0,0,0,0.1214,3.644871,3.089942,3.165312,yes
0,0,0,0,0,0,5,no
1,1,1,1,0,0,0,no
0,0,0,0.375,3,3,39,no
1,1,2,1,10,5,7,no
1,1,1,1,0,0,3.78117,yes
0,0,0,0.566667,0,0,194,no
0,0,0,0.194444,6,1,20,no
1,1,1,0.666667,0,0,26,no
1,1,1,1,0,0,14,no
1,1,1,0.25,2,2,9,no
1,1,3,0.710317,0,0,84,no
1,1,3,0.604945,0,0,265,no
1,1,1,0.117647,4,4,10,no
1,1,1,0.333333,0,0,34,no
1,1,1,0.044776,2,2,27,no
1,1,1,1,0,0,347,no
1,1,1,0.727273,2,2,38,no
0.333333,0,1,0.626848,0,0,84,no
1,1,1,1,3,3,33,no
0,0,0,0,0,0,12,no
0,0,0,0,0,0,0,no
0,0,0,0.316155,0,0,12.853258,yes
1,1,1,1,0,0,13,no
1,1,1,1,0,0,8,no
0,0,0,0,0,0,1.881777,yes
0,0,0,0.5,4,4,21,no
1,1,1,0.3125,0,0,76,no
1,1,1,0.176471,4,4,21,no
1,1,2,0.666667,0,0,11,no
1,1,2,1,0,0,20,no
0.402731,0.684205,0.885211,0.288979,0,0,29.443386,yes
0.2,0,1,0.328778,12,2.4,67,no
0,0,0,0.491987,0,0,115,no
0,0,0,0.269841,3,3,34,no
1,1,1,1,0,0,16,no
1,1,1,1,0,0,199,no
1,1,2,0.681391,0,0,151,no
1,1,2,0.414286,0,0,34,no
0.25,0,1,0.189881,12,3,51,no
0,0,0,0.22826,0,0,290,no
0.5,0,1,0.6,0,0,19,no
0,0,0,0,0,0,9,no
1,1,1,0.384615,0,0,138,no
0,0,0,0.083333,4,4,3,no
0,0,0,0.5,0,0,14,no
0,0,0,0.121009,4,4,4,yes
1,1,1,1,0,0,33,no
0,0,0,0.333333,0,0,173,no
0,0,0,0,0,0,12,no
1,1,1,0.142857,4,4,11,no
0,0,0,0,4,2,6,no
1,1,1,0.444444,4,4,34,no
0,0,0,0.333333,0,0,4,no
1,1,2,0.831301,0,0,291,no
0.333333,0,1,0.814815,0,0,124,no
0,0,0,0.421053,0,0,121,no
0,0,0,0.376471,0,0,123,no
1,1,1,1,2,2,3,no
1,1,1,0.555556,0,0,267,no
1,1,1,0.5,4,4,18,yes
0,0,0,0,0,0,246,no
0,0,0,0.117647,4,4,4,yes
0,0,0,0.166667,3,3,29,yes
1,1,3,0.794444,10,3.333333,32,no
0.25,0,1,0.350182,0,0,139,no
0,0,0,0.239085,3.784575,3,45.120758,yes
0.2635,0.180985,0.418017,0.753753,1.654036,1.862448,128.688756,yes
0,0,0,0,3,3,4,no
1,1,1,0.333333,4,4,11,no
0,0,0,0.2,0,0,38,no
0.133738,0,0.043861,0.597089,3.803576,3.696888,13,yes
1,1,3,1,0,0,8,no
0,0,0,0,2,2,76,no
0,0,0,0,0,0,7,no
1,1,1,1,0,0,180,no
1,1,1,0.7,0,0,123,no
0.125,0,1,0.219247,24,3,25,no
0.360505,0,1,0.799368,7.878422,3,25.170908,yes
0,0,0,0.535129,0,0,228,no
0.666667,0,2,0.611111,0,0,57,no
0.920524,0.677866,1.869125,0.693587,0,0,13.690238,yes
1,1,1,0.142857,0,0,25,no
1,1,1,0.857143,0,0,130,no
0.333333,0,1,0.369444,0,0,46,no
0,0,0,0.287868,0,0,18.615626,yes
0,0,0,0.466667,3,3,49,no
0,0,0,0.222222,0,0,230,no
0,0,0,0.265306,3,3,93,no
1,1,1,0.666667,0,0,103,no
1,1,1,0.809524,0,0,36,no
0,0,0,0.253142,9.955353,3.679701,55.707182,yes
0.561779,0.25575,1.423233,0.498185,1.62776,1.094736,40.773489,yes
1,1,1,1,0,0,178,no
0.304715,0.406814,1,0.196448,12.01132,1.106836,90.010381,yes
1,1,1,1,4,4,32,no
0,0,0,0.323557,0.378897,2.500838,98.958049,yes
0.19677,0,0.988339,0.525239,1.922289,0.190552,102.875896,yes
0.094706,0,0.644304,0.571291,26.404921,2.976251,118.443801,yes
0,0,0,0.245437,3,3,13.137524,yes
1,1,1,1,0,0,2,no
1,1,1,0.153846,4,4,4,no
0.269381,0,0.857953,0.299502,5.321688,4,8.058996,yes
0,0,0,0.285714,5,5,18,yes
0,0,0,0,0,0,15,no
1,1,1,1,0,0,17,no
0,0,0,0.5,0,0,6,no
0.125,0,1,0.368648,35,4.375,112,yes
1,1,2,0.877551,0,0,210,no
0.028783,0,0.436852,0.476926,4.270319,2.387445,95.532408,yes
1,1,1,0.421053,3,3,33,no
1,1,1,1,0,0,62,no
1,1,1,0.846154,0,0,202,no
0,0,0,0.5,0,0,253,no
0,0,0,0.216374,6,3,149,no
1,1,1,0.6,0,0,17,no
1,1,1,1,0,0,7,no
0.5,0,1,0.564394,8,4,29,no
1,1,1,0.625,0,0,14,no
1,1,1,0.566667,2,2,49,no
1,1,1,1,0,0,4,no
0,0,0,0.640848,4,1.333333,327,no
1,1,1,1,0,0,94,no
1,1,2,0.857143,0,0,83,no
0,0,0,0.349248,4,4,13.102199,yes
1,1,1,1,0,0,0,no
1,1,1,0.444444,0,0,314,no
0,0,0,0.4,0,0,18,no
0,0,0,0,0,0,8,no
1,1,2,1,0,0,10,no
1,1,1,1,0,0,9,no
0,0,0,0,2,2,5,no
0.25,0,1,0.256819,9,2.25,285,no
1,1,2,0.678474,0,0,267,no
0.166667,0,1,0.266966,0,0,35,no
0,0,0,0,6,2,3,no
0,0,0,0.083333,3,3,13,no
0,0,0,0.147843,3,3,4.02879,yes
1,1,1,0.5,0,0,260,no
0,0,0,0.277778,0,0,275,no
0.4,0,2,0.754259,0,0,208,no
0.2,0,1,0.290529,25,5,12,no
0,0,0,0.3,0,0,10,no
0,0,0,0.235294,3,3,95,no
1,1,2,0.775,0,0,21,no
1,1,1,0.5,0,0,17,no
0.333333,0,1,0.047619,0,0,63,no
0,0,0,0.266667,0,0,17,no
0,0,0,0.136601,2.448471,2.708322,24.989627,yes
1,1,1,0.5,0,0,18,no
0,0,0,0,0,0,55,no
0,0,0,0.401786,6,3,13,no
0.5,0,3,0.256144,18,3,27,no
0,0,0,0,0,0,13,no
0.028818,0,0.331789,0.712262,13.504763,3.370619,54.581555,yes
0.25,0,1,0.349359,0,0,49,no
1,1,1,0.6,0,0,50,no
1,1,4,0.699653,0,0,144,no
1,1,1,1,0,0,149,no
0,0,0,0.334442,5.841711,3.231345,17.421207,yes
1,1,1,1,0,0,78,no
0.2,0,1,0.161808,12,2.4,17,no
0,0,0,0.388889,0,0,55,no
0.375628,0,0.736769,0.342099,4.829078,3.001093,24.779658,yes
0,0,0,0,3,3,7,no
0,0,0,0.5,0,0,123,no
1,1,1,1,4,4,14,no
1,1,2,0.508621,0,0,14,no
1,1,4,0.748611,0,0,189,no
1,1,1,1,0,0,3.110679,yes
0,0,0,0.286888,12,3,17,no
1,1,4,0.555628,0,0,71,no
0,0,0,0.305139,0,0,14,yes
0.983585,0.814159,0.512058,0.334397,4,4,12.572922,yes
0,0,0,0.285714,3,3,15,no
0,0,0,0.45,0,0,237,no
0.215257,0,1,0.083062,17.237561,4,7.234238,yes
1,1,4,0.618056,0,0,16,no
1,1,1,1,0,0,19,no
0,0,0,0,3,3,17,no
1,1,1,0.6,0,0,13,no
0.070615,0,0.634411,0.82953,4.993926,3.704774,25.724643,yes
0,0,0,0,0,0,6,no
1,1,1,0.606061,0,0,189,no
0.2,0,1,0.53751,0,0,56,no
1,1,3,1,0,0,9,no
0.951773,0.745657,1.450069,0.482589,1.643292,0.404347,40.503122,yes
0,0,0,0.188464,3,3,1.95374,yes
1,1,1,1,0,0,280,no
0,0,0,0.354167,2,1,8,no
1,1,1,0.617647,0,0,201,no
1,1,2,0.583333,0,0,23,yes
0,0,0,0,4,4,2,no
1,1,1,0.5,0,0,232,no
0.077732,0,0.903595,0.048641,322.221541,4,22.353957,yes
0,0,0,0.17313,6,1.5,229,no
0,0,0,0,0,0,12,no
0,0,0,0.263158,3,3,45,no
0,0,0,0.392308,8,4,36,no
0,0,0,0,0,0,6,no
0,0,0,0.375783,10.465449,3,44.84994,yes
1,1,1,1,0,0,192,no
0,0,0,0,0,0,39,no
0.333333,0,1,0.318148,4,1.333333,61,no
0.060447,0,0.569073,0.053008,13.541674,3.601663,8.158559,yes
0,0,0,0,0,0,1.937983,yes
0,0,0,0.287474,11.688024,4.235591,17.952163,yes
1,1,3,0.444444,0,0,98,no
1,1,1,1,0,0,12,no
1,1,1,1,0,0,78,no
1,1,4,1,0,0,17,no
1,1,1,1,0,0,6,no
1,1,1,1,0,0,1,no
1,1,1,1,2,2,49,no
0,0,0,0.333333,0,0,2,no
1,1,1,0.631579,3,3,27,no
0.5,0,2,0.728205,0,0,91,no
0.249288,0.330123,0.027661,0.412307,4,2.732362,18,yes
0,0,0,0.079402,4,2,18,yes
0,0,0,0,0,0,5,no
0.333333,0,2,0.208416,24,4,89,no
1,1,2,0.775758,0,0,278,no
1,1,1,1,0,0,62,no
1,1,1,0.366667,0,0,324,no
0,0,0,0.2,4,4,44,no
0.17644,0.39623,0.803455,0.466545,1.966905,1.560858,41.845607,yes
1,1,1,1,0,0,166,no
0,0,0,0.076862,4,4,7.739628,yes
0.333333,0,1,0.308472,6,2,50,no
0.5,0,1,0.196429,4,2,9,no
0,0,0,0,0,0,202,no
0.412555,0,1.108006,0.350715,5.740255,1.165192,40.482294,yes
0.333333,0,1,0.23165,12,4,15,no
1,1,1,1,0,0,149,no
0,0,0,0.736842,1,1,181,no
0.313893,0,1.595893,0.301721,5.655128,2.690233,41.798804,yes
0,0,0,0.190476,3,3,10,no
0,0,0,0.466667,0,0,41,no
0,0,0,0.331742,11.307677,3,30.171904,yes
0,0,0,0.4,4,4,8,no
0.333333,0,1,0.348485,0,0,22,no
0,0,0,0.102041,0,0,9,no
1,1,1,0.25,2,2,5,no
0,0,0,0,3,3,0,no
0.333333,0,1,0.111111,0,0,69,no
0,0,0,0.230769,0,0,37,no
0,0,0,0,1,1,13,no
0,0,0,0,0,0,2,no
1,1,1,0.666667,0,0,32,no
1,1,1,1,0,0,102,no
0.666667,0,2,0.481481,0,0,127,no
1,1,1,0.333333,0,0,31,no
0.238478,0.929646,0.192667,0.411376,0,0,4,yes
0,0,0,0.03241,2.790154,2.20785,3,yes
1,1,2,0.871429,0,0,228,no
0.5,0,1,0.266667,8,4,13,no
0.427764,0.588157,0.487113,0.434975,4,2.293983,18,yes
0,0,0,0.148352,6,1,8,yes
1,1,1,1,2,2,8,no
0.5,0,1,0.166667,8,4,8,no
1,1,1,0.666667,0,0,49,no
0.960746,0.130879,0.98726,0.050164,1.191007,1.461904,3.450749,yes
1,1,1,1,0,0,1,no
0.396584,0,0.277849,0.293504,3.455676,1.686511,41.971392,yes
1,1,1,1,0,0,83,no
0,0,0,0.21732,4,1.333333,236,no
1,1,4,0.875,0,0,122,no
0,0,0,0.455696,0,0,318,no
1,1,1,0.666667,0,0,68,no
0,0,0,0.125,0,0,10,no
0,0,0,0.291667,0,0,14,yes
0,0,0,0.352941,0,0,108,no
1,1,1,0.576923,0,0,218,no
1,1,1,1,0,0,12,no
0.5,0,1,0.25,6,3,100,no
1,1,1,0.777778,0,0,203,no
1,1,4,0.775,0,0,55,no
1,1,1,0.708333,0,0,264,no
0.25,0,1,0.516667,12,3,14,no
0,0,0,0.281868,1.425058,1.080811,20.002162,yes
0.333333,0,1,0.44174,9,3,163,no
0,0,0,0.365621,9,1.8,107,no
1,1,1,1,0,0,63,no
0,0,0,0.607143,0,0,152,no
1,1,1,1,0,0,2,no
0,0,0,0.166667,0,0,1,no
0.11259,0.7867,0.09091,0.28762,0,0,16.325122,yes
0.2,0,1,0.373483,20,4,104,no
0.2,0,1,0.28884,11.00901,2.345639,58.676012,yes
0,0,0,0.5,2,2,1,no
1,1,1,1,0,0,43,no
1,1,1,0.846154,0,0,123,no
0.375,0,9,0.288886,0,0,3,no
0.666667,0,2,0.629212,0,0,65,no
1,1,2,1,0,0,23,no
1,1,1,0.666667,0,0,123,no
1,1,1,0.633929,0,0,270,no
1,1,1,0.57971,0,0,232,no
1,1,1,1,2,2,6,no
0.666667,0,2,0.361255,0,0,132,no
1,1,1,0.75,0,0,293,no
1,1,1,0.4,0,0,220,no
0,0,0,0.333333,2,2,9,no
0.25,0,1,0.261859,12,3,3,no
1,1,2,0.52381,0,0,30,no
0,0,0,0.52878,6.159338,3.742503,32.789546,yes
0,0,0,0.203686,2,2,1,yes
1,1,1,0.381295,0,0,159,no
0,0,0,0.45,4,4,132,yes
1,1,1,0.666667,4,4,11,no
0,0,0,0.135467,0,0,38,no
1,1,1,0.754862,0.596608,0.084045,3.876663,yes
1,1,1,0.6,0,0,5,no
1,1,2,0.701993,0,0,130,no
1,1,1,0.571429,0,0,286,no
0.333333,0,1,0.666681,0,0,262,no
1,1,3,0.686672,0,0,296,no
0,0,0,0,2,2,3,no
1,1,1,0.652778,0,0,293,no
0.043729,0.399009,1.459131,0.26641,0,0,23.572863,yes
0,0,0,0.371429,0,0,113,no
0,0,0,0.072054,9,3,46.236805,yes
1,1,2,0.833333,0,0,11,no
1,1,1,0.684211,0,0,235,no
0.5,0,1,0.330357,0,0,2,no
0,0,0,0,0,0,13,no
0.5,0,1,0.125,0,0,16,no
0.2,0,1,0.2,0,0,49,no
0,0,0,0.444444,1,1,9,no
0,0,0,0.112061,5.463079,3.571523,8,yes
0,0,0,0.15,4,2,8,no
0.166667,0,1,0.275861,18,3,55,no
1,1,1,0.818182,2,2,25,no
1,1,1,0.666667,0,0,18,no
0.333333,0,2,0.269804,20,3.333333,261,no
0.341744,0,1.258489,0.507519,11.252898,2.856955,41,yes
0,0,0,0.238095,0,0,15,no
0,0,0,0.7,2,2,37,no
1,1,4,0.773693,0,0,249,no
1,1,1,1,0,0,12,no
0,0,0,0,2,2,4,no
0,0,0,0,0,0,4,no
1,1,1,0.539063,0,0,226,no
0,0,0,0.2,0,0,13,no
1,1,1,0.571429,0,0,264,no
0.5,0,1,0.551786,0,0,138,no
0,0,0,0.091739,2.466537,2.106365,3,yes
0,0,0,0.16,0,0,8,no
0,0,0,0,2,2,3,yes
0,0,0,0.483722,3.732988,3.708885,30.917177,yes
1,1,1,0.5,0,0,9,no
1,1,1,0.25,0,0,130,no
0,0,0,0,2,2,3,yes
1,1,1,0.693878,0,0,192,no
1,1,1,0.25,2,2,331,no
0,0,0,0.171717,11,3.666667,2,no
0,0,0,0.333333,1,1,2,no
0.230174,0,0.656263,0.444944,2.183249,0.329877,28,yes
0.827646,0.021539,0.174323,0.308565,0,0,15.210045,yes
0.5,0,2,0.537132,0,0,271,no
0,0,0,0,3.025054,3.905967,15.866007,yes
1,1,1,0.571429,0,0,132,no
0,0,0,0.111111,0,0,2,no
0.790858,0.648491,0.868,0.283972,3.287974,3.905754,12.132462,yes
1,1,1,0.090909,2,2,1,no
0.295026,0,0.258504,0.525874,5.762434,3.482747,24.88911,yes
1,1,1,0.6,0,0,153,no
0,0,0,0.313901,2.737821,2.789752,1,yes
0.5,0,1,0.583333,0,0,126,no
0,0,0,0.107977,4,2.114112,17.404277,yes
0,0,0,0.306924,0,0,14,yes
1,1,1,1,5,5,21,no
0,0,0,0.192308,3,3,8,no
1,1,2,0.645833,0,0,38,no
0,0,0,0,4,4,7,no
1,1,2,1,4,2,32,no
0,0,0,0.5,1,1,50,no
0.25,0,1,0.319444,0,0,83,no
1,1,1,0.72,0,0,173,no
0,0,0,0.238372,3.194659,3.622901,4.581185,yes
1,1,1,0.857143,0,0,125,no
0,0,0,0.565217,5,5,73,no
1,1,2,0.736486,0,0,181,no
1,1,1,1,0,0,263,no
0.5,0,1,0.527932,0,0,218,no
1,1,1,0.5,0,0,265,no
0,0,0,0.323936,0,0,17.222245,yes
1,1,1,0.4,4,4,10,no
1,1,1,1,0,0,15,no
0,0,0,0.5,0,0,160,no
1,1,2,0.594118,0,0,208,no
1,1,1,0.4,2,2,4,no
1,1,1,0.333333,0,0,46,no
0,0,0,0.345453,2.104989,2.489486,1,yes
1,1,1,1,0,0,19,no
0,0,0,0.341912,0,0,261,no
0,0,0,0,6,2,5,no
1,1,1,1,0,0,58,no
0,0,0,0.099348,1.53428,2.717687,29.743412,yes
0,0,0,0.25,0,0,36,no
0.5,0,1,0.49359,6,3,39,no
0.666667,0,2,0.839572,0,0,58,no
1,1,1,0.2,0,0,36,no
1,1,3,1,0,0,142,no
1,1,1,0.666667,0,0,148,no
0,0,0,0.321429,0,0,142,no
0,0,0,0,0,0,374,no
1,1,1,1,0,0,9,no
1,1,1,0.451613,1,1,14,no
0.5,0,1,0.32971,6,3,27,no
0.5,0,2,0.228409,0,0,24,no
1,1,3,0.737329,0,0,190,no
0,0,0,0.509615,0,0,306,no
0.333333,0,1,0.333333,2,0.666667,16,no
0,0,0,0.6,3,3,14,no
0.5,0,1,0.196154,8,4,21,no
1,1,1,1,0,0,12,no
0,0,0,0.6875,0,0,214,no
0.333333,0,2,0.313084,0,0,85,no
1,1,1,0.375,3,3,8,no
0.6,0,3,0.486667,0,0,8,no
1,1,1,1,0,0,194,no
0,0,0,0,0,0,16,no
1,1,1,0.571429,0,0,77,no
1,1,1,0.571429,0,0,45,no
0.5,0,1,0.758621,0,0,45,no
0,0,0,0.416667,0,0,143,no
0.333333,0,1,0.316667,0,0,23,no
0,0,0,0.5,2,2,20,no
1,1,3,0.503072,0,0,179,no
0,0,0,0.357143,2,2,23,yes
0.43993,0.623619,0.091265,0.819181,0,0,127.530196,yes
0,0,0,0.567911,6,3,294,no
0.737413,0.679233,0.50329,0.879606,0,0,147.403267,yes
1,1,1,0.638298,0,0,156,no
0,0,0,0.5,0,0,14,yes
1,1,3,0.498299,0,0,288,no
1,1,1,0.815789,0,0,216,no
1,1,1,0.731343,0,0,222,no
1,1,1,0.428571,0,0,7,no
1,1,3,0.964912,0,0,66,no
0,0,0,0,9,3,46,yes
1,1,1,0.625,3,3,9,no
0.148235,0,0.468345,0.736179,0,0,104.73149,yes
1,1,1,1,0,0,21,no
0.446272,0,0.081051,0.017616,5.290944,0.625297,49.183478,yes
0,0,0,0,3,3,14,yes
1,1,2,1,0,0,85,no
0.25,0,1,0.589286,0,0,32,no
1,1,1,0.571429,0,0,202,no
1,1,1,0.509091,0,0,73,no
0,0,0,0.142857,2,2,48,no
0,0,0,0.181985,4,2,39,no
0.374911,0,0.221516,0.477191,3.358876,2.387322,13,yes
0.666667,0,2,0.716239,0,0,100,no
0.5,0,1,0.196429,6,3,15,no
1,1,1,0.87931,0,0,213,no
0.5,0,2,0.666667,0,0,4,no
1,1,5,0.606,0,0,222,no
1,1,1,0.6,0,0,90,no
1,1,6,0.682407,0,0,112,no
0,0,0,0.540323,0,0,226,no
1,1,1,1,0,0,4,yes
1,1,3,0.713639,0,0,283,no
1,1,1,0.782609,0,0,95,no
1,1,1,1,0,0,262,no
0,0,0,0.064583,4,2,3,no
1,1,1,1,0,0,42,no
0,0,0,0.275004,0,0,18.380424,yes
0.5,0,2,0.380769,0,0,67,no
1,1,1,0.416667,2,2,202,no
1,1,3,0.981481,0,0,91,no
0.5,0,2,0.5,0,0,89,no
0.333333,0,2,0.530093,0,0,9,no
1,1,2,0.889535,0,0,253,no
1,1,1,1,0,0,24,no
0,0,0,0.333333,3,3,8,no
1,1,2,1,0,0,11,no
1,1,2,0.875,0,0,137,no
0.4,0,2,0.433333,0,0,63,no
0,0,0,0.166667,0,0,16,no
1,1,1,1,0,0,282,no
0,0,0,0,2,2,3,no
0,0,0,0.363636,0,0,207,no
1,1,1,1,0,0,13,no
1,1,1,1,0,0,1,no
1,1,1,1,4,4,13,no
0,0,0,0.311659,0,0,10.960878,yes
0.285714,0,2,0.292714,14,2,64,no
0,0,0,0.296703,6,3,55,no
0.333333,0,1,0.490196,0,0,46,no
1,1,2,1,0,0,10,no
0,0,0,0.666667,0,0,50,no
0.5,0,1,0.521242,1,0.5,305,no
1,1,1,0.5,0,0,109,no
1,1,1,1,0,0,83,no
0.142857,0,1,0.211905,0,0,15,no
0,0,0,0.333333,1,1,7,no
0.454339,0,0.978147,0.292227,0,0,28.853374,yes
0.101659,0,1.067817,0.60027,5.753748,2.219408,44.844727,yes
0.25,0,1,0.0625,0,0,4,no
1,1,1,0.454545,3,3,24,no
1,1,3,0.657334,0,0,145,no
0.917262,0.77226,0.066194,0.317642,3.962122,3.316073,5,yes
1,1,1,0.428571,0,0,187,no
1,1,1,1,0,0,10,no
1,1,1,0.875,0,0,33,no
0.25,0,1,0.417013,0,0,125,no
0.333333,0,1,0.083333,0,0,26,no
0.333333,0,1,0.236036,15,5,36,no
0.846548,0.033889,0.609726,0.893443,2.243113,2.284332,126.507882,yes
1,1,1,0.25,4,4,4,no
1,1,1,0.348739,0,0,384,no
