@relation 'Affect_Clip_Labels_full-weka.filters.unsupervised.attribute.Remove-V-R4,106,157,55,26,176,23,77,74,147,205-weka.filters.unsupervised.attribute.Remove-V-R1,2,3,5,6,7,10,11-weka.filters.supervised.instance.SMOTE-C0-K5-P560.0-S1-weka.filters.unsupervised.instance.Randomize-S42'

@attribute averagecorrect numeric
@attribute mincorrect numeric
@attribute sumcorrect numeric
@attribute averagepercentcorrectperskill numeric
@attribute sumhinttotal numeric
@attribute averagehinttotal numeric
@attribute mintotalfrattempted numeric
@attribute class {no,yes}

@data
1,1,1,0.428571,0,0,227,no
1,1,2,1,0,0,20,no
0.166667,0,1,0.180556,16,2.666667,12,no
1,1,1,0.6,0,0,174,no
1,1,1,0.5,3,3,19,no
1,1,1,0.266667,1,1,4,no
0,0,0,0.458686,0,0,318,no
0.458009,0,0.104274,0.36157,0,0,25.994516,yes
0.090909,0,1,0.250864,55,5,17,no
0.666667,0,2,0.611451,0,0,161,no
1,1,1,0.588235,0,0,203,no
0,0,0,0,0,0,35,no
1,1,1,1,4,4,6,no
0.333333,0,2,0.268888,0,0,238,no
0.333333,0,1,0.066667,0,0,7,no
0,0,0,0,25,5,27,no
1,1,1,0.666667,0,0,299,no
0.197502,0.307974,0.41758,0.230134,0,0,16.028314,yes
0,0,0,0.6,1,1,5,no
0,0,0,0.285714,3,3,244,no
1,1,2,0.825,0,0,302,no
0,0,0,0,16,4,8,no
1,1,1,1,0,0,89,no
0.2,0,2,0.346622,40,4,107,no
1,1,1,0.691358,0,0,270,no
0.117301,0,0.977078,0.440529,0,0,113.029497,yes
1,1,1,0.417722,0,0,283,no
0,0,0,0.219512,0,0,92,no
0.268652,0,0.959482,0.362288,5.293252,3,27.179477,yes
1,1,2,0.677083,0,0,36,no
0,0,0,0.288136,0,0,52,no
1,1,1,0.428571,3,3,5,no
0,0,0,0.594203,0,0,237,no
0,0,0,0.205783,0,0,17.696192,yes
0.25,0,1,0.03125,12,3,11,no
0,0,0,0.521739,0,0,42,no
0.5,0,1,0.125,2,1,16,no
0,0,0,0.4,3,3,1,yes
1,1,2,0.557692,0,0,128,no
0,0,0,0,0,0,17,no
0,0,0,0.308824,6,3,44,no
0.666667,0,2,0.644444,0,0,10,no
1,1,1,0.363636,3,3,18,no
0,0,0,0.043478,5,5,11,no
0.25,0,1,0.4211,8,2,41,no
1,1,1,0.54386,0,0,313,no
1,1,1,1,0,0,12,no
1,1,1,0.564103,0,0,285,no
0,0,0,0.466667,0,0,49,no
1,1,1,0.714286,0,0,255,no
1,1,4,0.833333,0,0,164,no
0.931968,0.008318,0.783504,0.78446,0,0,2.984493,yes
1,1,1,0.763158,0,0,279,no
0,0,0,0.682927,3,3,273,no
1,1,1,0.235294,0,0,231,no
0,0,0,0.187,9,3,24,no
1,1,1,0.26,3,3,19,no
1,1,1,1,0,0,36,no
0.666667,0,2,0.442012,3,1,21,no
0.175232,0,0.184491,0.033146,7.375288,3.639773,23.880109,yes
1,1,1,1,0,0,33,no
1,1,1,1,0,0,13,no
0,0,0,0,0,0,15,no
1,1,1,1,0,0,24,no
0.425346,0,0.051734,0.372023,1.620715,0.866656,28.73396,yes
1,1,1,0.288,0,0,351,no
0,0,0,0.049144,2.934207,2.582311,3.870591,yes
1,1,3,1,0,0,34,no
1,1,1,0.731707,0,0,281,no
0,0,0,0,0,0,20,yes
0,0,0,0.428571,0,0,217,no
1,1,2,0.416667,0,0,52,no
0,0,0,0,0,0,7,no
1,1,1,0.757576,0,0,203,no
1,1,1,0.666667,5,5,17,no
1,1,1,0.576087,0,0,229,no
0,0,0,0.666667,0,0,73,no
1,1,2,0.75,0,0,24,no
0,0,0,0.375,4,4,28,no
0,0,0,0,5,5,18,no
1,1,3,0.683197,0,0,269,no
1,1,2,1,0,0,12,no
0,0,0,0.2,3,3,8,no
0.022312,0.243831,0.89609,0.241432,0,0,16.892304,yes
1,1,1,1,0,0,23,no
1,1,1,1,2,2,5,no
0.333333,0,1,0.274242,6,2,4,no
0.2,0,1,0.05,0,0,7,no
0,0,0,0.411881,4,4,14.418783,yes
1,1,1,1,0,0,269,no
1,1,1,0.714286,0,0,13,no
0,0,0,0.428571,2,2,23,no
1,1,1,1,0,0,103,no
0.2,0,1,0.221228,15,3,36,no
1,1,1,1,5,5,3,no
1,1,2,0.75,0,0,48,no
0,0,0,0,3,3,12,no
0.333333,0,1,0.483333,3,1,30,no
0.5,0,2,0.6,0,0,13,no
1,1,2,0.6125,0,0,49,no
1,1,1,1,0,0,6,no
1,1,3,1,0,0,15,no
0,0,0,0,0,0,0.006404,yes
1,1,1,1,0,0,12,no
1,1,1,0.64,0,0,151,no
1,1,1,0.25,0,0,6,no
1,1,1,0.576923,0,0,235,no
1,1,1,1,0,0,60,no
1,1,1,0.363636,4,4,18,no
0.25,0,1,0.359752,12,3,87,no
1,1,1,0.5,0,0,5,no
0,0,0,0.8,0,0,178,no
0,0,0,0.536812,0,0,126,no
1,1,1,0.625,4,4,15,no
0,0,0,0.25,3,3,95,no
1,1,1,1,0,0,33,no
0.076915,0,0.447896,0.590862,16.104256,3.098659,49.119638,yes
0.333333,0,1,0.587542,0,0,50,no
1,1,1,1,0,0,58,no
0.5,0,1,0.366667,0,0,170,no
1,1,2,0.75,0,0,220,no
1,1,1,1,2,2,17,no
1,1,1,1,0,0,0,no
1,1,2,0.558355,0,0,76,no
0,0,0,0.576923,3,3,194,no
0,0,0,0,3,3,7,no
1,1,1,1,0,0,89,no
1,1,1,0.428571,0,0,10,no
1,1,3,0.2944,0,0,221,no
1,1,2,1,0,0,25,no
1,1,1,1,0,0,3.168901,yes
0,0,0,0.651794,0,0,10.525819,yes
1,1,1,1,0,0,18,no
1,1,1,1,0,0,4,no
1,1,1,0.45,0,0,293,no
0.333333,0,1,0.207598,12,4,12,no
0.666667,0,2,0.507379,0,0,159,no
1,1,3,1,0,0,15,no
1,1,4,0.517262,0,0,48,no
0,0,0,0.208139,16,4,25,no
0,0,0,0,0,0,26,no
0.666667,0,2,0.800543,1,0.333333,37,no
0,0,0,0.182041,3.584305,3.895294,4.498779,yes
1,1,1,1,2,2,5,no
1,1,1,0.5,0,0,53,no
1,1,4,0.530025,0,0,121,no
1,1,1,1,0,0,134,no
0,0,0,0.4,0,0,116,no
1,1,1,1,0,0,21,no
0,0,0,0.5,0,0,171,no
1,1,2,0.416667,0,0,113,no
1,1,1,0.264706,3,3,14,no
0.191759,0.572648,0.944878,0.551135,1.789736,2.841781,40.528161,yes
0.5,0,1,0.69537,0,0,127,no
1,1,3,1,0,0,47,no
0.5,0,1,0.3125,2,1,23,no
1,1,1,1,0,0,16,no
0,0,0,0.4,2,2,10,no
1,1,1,1,3,3,14,no
0,0,0,0.248447,3.926827,3.752921,6.509162,yes
1,1,1,1,0,0,2,no
1,1,2,0.875,0,0,89,no
1,1,1,1,0,0,31,no
1,1,4,0.555556,0,0,83,no
1,1,1,0.818182,0,0,132,no
0,0,0,0.318182,0,0,23,no
0.178354,0,0.403397,0.41251,3.369082,3.516949,54.978272,yes
1,1,1,0.444444,0,0,61,no
1,1,1,1,5,5,16,no
1,1,2,0.611111,0,0,178,no
1,1,1,1,2,2,7,no
1,1,1,0.444444,0,0,361,no
0,0,0,0.138889,4,4,12,no
0,0,0,0,92,4,1,no
0.571429,0,4,0.617965,0,0,15,no
0,0,0,0,0,0,7,no
1,1,1,1,0,0,83,no
0.2,0,1,0.656079,10.064454,2.511106,57.602058,yes
1,1,1,1,0,0,7,no
1,1,1,0.484848,0,0,15,no
1,1,2,0.821429,0,0,100,no
1,1,1,0.714286,0,0,105,no
1,1,2,0.58125,0,0,98,no
0.428571,0,3,0.243628,0,0,30,no
1,1,1,0.615385,0,0,158,no
0,0,0,0,0,0,1,yes
1,1,1,0.643678,0,0,292,no
1,1,2,0.464286,6,3,9,no
1,1,1,0.714286,0,0,182,no
1,1,1,1,0,0,2,no
1,1,3,1,0,0,8,no
0.2,0,1,0.201905,20,4,12,no
1,1,1,0.4,3,3,2,no
0,0,0,0.538194,0,0,128,no
0.5,0,1,0.696429,0,0,58,no
1,1,1,1,0,0,80,no
0,0,0,0.352564,0,0,185,no
0,0,0,0.8,0,0,26,no
1,1,1,0.5,0,0,33,no
0,0,0,0,4,4,39,no
0.25,0,1,0.63141,0,0,54,no
1,1,1,0.454545,0,0,9,no
0,0,0,0.111111,5,5,12,no
1,1,1,1,0,0,28,no
1,1,1,0.5,0,0,18,no
0,0,0,0,0,0,13,no
1,1,3,0.830688,0,0,66,no
0,0,0,0,4,4,22,no
1,1,1,1,2,2,9,no
0.333333,0,1,0.333333,0,0,12,no
1,1,1,0.787879,0,0,206,no
1,1,1,0.538462,0,0,200,no
0,0,0,0.269231,0,0,48,no
1,1,1,0.797297,0,0,240,no
0.5,0,1,0.677056,0,0,205,no
1,1,1,1,0,0,44,no
0.349371,0.303015,0.708083,0.229377,0,0,16.75459,yes
1,1,2,1,0,0,50,no
0.25,0,1,0.0625,20,5,11,no
0.333333,0,1,0.217666,15,5,23,no
0,0,0,0,4,4,7,yes
0.098047,0,0.543424,0.227801,4.106362,1.892361,79.984889,yes
0,0,0,0.363636,0,0,4,yes
1,1,1,1,0,0,31,no
1,1,1,0.333333,0,0,13,no
0,0,0,0,3,3,12,no
1,1,2,0.266667,6,3,1,no
1,1,1,0.540541,0,0,192,no
0,0,0,0.074074,3,3,56,no
0,0,0,0,4,3.665148,17.014111,yes
0,0,0,0,8,4,15,no
0.356013,0.81688,0.999679,0.461751,4.798329,3.697996,17.578601,yes
1,1,1,0.705882,0,0,193,no
1,1,2,0.421937,0,0,117,no
0.171001,0,0.226129,0.034037,14.769881,2.857032,6.49634,yes
1,1,1,0.75,0,0,15,no
1,1,3,0.704316,0,0,146,no
0,0,0,0.319819,0,0,18.130531,yes
0,0,0,0,0,0,13,no
0.5,0,1,0.005004,0,0,98,no
0.2,0,1,0.472854,20,4,311,no
1,1,4,0.980769,0,0,77,no
0,0,0,0,0,0,1.068842,yes
0.5,0,2,0.329076,6,1.5,41,yes
0,0,0,0.389353,3.124179,3.358061,13,yes
0,0,0,0.014367,8.346334,3,45.384028,yes
0,0,0,0.3,0,0,278,no
0.4,0,2,0.642603,9,1.8,143,no
0,0,0,0.307692,0,0,70,no
1,1,1,1,4,4,5,yes
1,1,2,0.4375,0,0,48,no
0.166667,0,1,0.411905,0,0,25,no
1,1,3,0.869841,0,0,204,no
0.5,0,1,0.472222,7,3.5,16,no
0,0,0,0.109229,2.032286,2.838509,29.564082,yes
1,1,4,0.935223,0,0,134,no
1,1,1,0.285714,0,0,39,no
0,0,0,0,0,0,27,no
1,1,1,1,0,0,294,no
0,0,0,0.222222,3,3,36,no
0,0,0,0,3,3,11,no
0,0,0,0.007809,4.192922,3,45.730929,yes
0,0,0,0.25,0,0,12,yes
1,1,1,0.307692,0,0,262,no
0.030294,0,0.420405,0.319733,0.895103,1.839029,247.940415,yes
0,0,0,0.8,0,0,213,no
0.333333,0,1,0.227583,9,3,95,no
0.126875,0.467337,0.621711,0.209739,4,4,17.51156,yes
0.142857,0,1,0.187158,28,4,56,no
1,1,1,1,3,3,8,no
1,1,1,1,3,3,17,no
0.5,0,2,0.125,0,0,24,no
0,0,0,0.5,0,0,175,no
0,0,0,0.797576,6,3,251,no
1,1,1,0.388889,3,3,32,no
0.5,0,1,0.208874,6,3,4,no
0.2,0,1,0.211284,16,3.2,9,no
1,1,1,1,0,0,186,no
0,0,0,0.689655,1,1,43,no
0,0,0,0,3,3,283,no
0.5,0,3,0.546842,0,0,18,no
0.5,0,1,0.222278,5,2.5,13,no
0,0,0,0,4,4,9,no
0.333333,0,2,0.372619,15,2.5,10,no
1,1,1,1,0,0,89,no
0.5,0,1,0.677831,6,3,221,no
1,1,1,1,4,4,0,no
1,1,1,1,0,0,115,no
0.333333,0,1,0.188022,0,0,9,no
0,0,0,0.285714,0,0,38,no
1,1,1,0.611111,0,0,356,no
0,0,0,0.358209,0,0,128,no
1,1,2,1,0,0,138,no
0,0,0,0.551314,0.293598,1.262372,138.537094,yes
1,1,2,0.266667,8,4,6,no
0,0,0,0.382553,3.799493,3.005541,29.9904,yes
0,0,0,0.158382,3.374758,3.247547,4.512908,yes
1,1,1,0.5,0,0,8,no
0,0,0,0.333333,0,0,86,no
0,0,0,0,3,3,7,no
0,0,0,0.654761,3,3,42.811097,yes
0.5,0,1,0.380952,8,4,6,no
0,0,0,0,0,0,112,no
0.166667,0,1,0.401089,18,3,275,no
0,0,0,0.576268,5.109203,3,45.80983,yes
1,1,2,0.733333,0,0,118,no
0,0,0,0,2,2,4,no
0,0,0,0.432204,8,2,280,no
0,0,0,0.460073,0,0,12.719013,yes
0.5,0,1,0.439103,0,0,32,no
1,1,1,0.666667,0,0,10,no
0,0,0,0.301377,9,1.285714,116,no
0,0,0,0.8,0,0,187,no
0,0,0,0,3,3,11,no
0.666667,0,2,0.366213,0,0,42,no
0.301578,0,1,0.355051,17.593578,4.253593,120.292153,yes
0,0,0,0.666667,0,0,159,no
0.430425,0.395393,1,0.390592,1.39352,0.433061,39.022859,yes
1,1,1,0.090909,2,2,8,no
0,0,0,0.333333,0,0,23,no
0,0,0,0.4375,3,3,257,no
0.055004,0,0.306414,0.86274,11.071376,3,28.394412,yes
1,1,1,1,0,0,22,no
0,0,0,0.014796,3,3,50.421665,yes
0.93421,0.362402,0.276038,0.93994,0,0,3.619105,yes
1,1,1,0.5,0,0,40,no
0,0,0,0,0,0,4,no
1,1,1,1,0,0,10,no
0.5,0,1,0.266667,0,0,1,no
1,1,3,0.7243,0,0,137,no
1,1,1,0.125,5,5,36,no
0,0,0,0.071429,3,3,57,no
1,1,1,0.333333,0,0,1,no
1,1,1,1,0,0,105,no
1,1,1,1,2,2,13,no
0,0,0,0,0,0,33,no
0,0,0,0.447397,3.107963,3.108028,29.024054,yes
0.104237,0,0.854454,0.243824,14.554368,3.297925,14.511153,yes
0.5,0,1,0.5,0,0,116,no
1,1,1,0.53125,0,0,185,no
0,0,0,0.006678,14.939611,2.439101,8.442541,yes
1,1,1,0.666667,0,0,14,no
0,0,0,0.12041,2.980523,1.141535,28.697364,yes
1,1,1,1,0,0,7,no
0,0,0,0.045455,5,5,11,no
1,1,1,0.190476,0,0,28,no
1,1,1,1,3,3,5,no
1,1,1,0.4,0,0,5,no
0,0,0,0.141984,0,0,18.574942,yes
0,0,0,0.25,0,0,6,no
0,0,0,0.357143,0,0,48,no
0.333333,0,2,0.065476,24,4,83,no
0,0,0,0,0,0,34,no
0,0,0,0,0,0,89,no
0,0,0,0.146408,12.968747,2.847512,5.875531,yes
0,0,0,0,2,2,8,no
0.182002,0,0.508073,0.537589,3.397088,2.006098,13,yes
1,1,2,1,0,0,20,no
1,1,1,1,0,0,9,no
1,1,1,1,0,0,26,no
0.858661,0.962415,1,0.528775,0,0,39.175632,yes
1,1,1,1,0,0,89,no
0.5,0,1,0.606618,3,1.5,13,yes
0.5,0,1,0.633621,0,0,99,no
1,1,1,0.52381,0,0,197,no
1,1,1,1,0,0,16,no
1,1,1,0.642857,0,0,82,no
1,1,1,0.980516,0.612429,0.928093,4,yes
0,0,0,0.439549,0,0,13.35526,yes
0.5,0,1,0.090074,8,4,16,no
1,1,5,0.711026,0,0,156,no
1,1,1,0.5,0,0,110,no
0,0,0,0.497312,0,0,262,no
0.444444,0,4,0.679794,0,0,36,no
0,0,0,0.214286,0,0,18,no
0,0,0,0.226921,0,0,45,no
0,0,0,0,0,0,5,no
0,0,0,0.27381,0,0,10,no
1,1,1,1,3,3,20,no
0,0,0,0.119019,0,0,107,no
0,0,0,0,4,4,7,no
0,0,0,0.235294,0,0,96,no
1,1,1,0.333333,0,0,311,no
1,1,1,1,0,0,29,no
0.302527,0,0.374616,0.02773,7.957093,4,7.471077,yes
1,1,3,1,0,0,22,no
0.455979,0,0.907291,0.248871,0.132087,1.846989,28.650452,yes
0,0,0,0.479565,0,0,175,no
1,1,1,1,4,4,16,no
1,1,1,0.666667,0,0,204,no
0,0,0,0,0,0,0,no
1,1,1,0.571429,0,0,125,no
1,1,1,0.2,0,0,15,no
1,1,1,0.272727,0,0,48,no
0,0,0,0.602941,0,0,188,no
1,1,1,1,0,0,18,no
0.5,0,1,0.719608,0,0,119,no
0,0,0,0.476476,6,2,89,no
0.25,0,1,0.144415,12,3,121,no
0.2,0,1,0.139299,0,0,8,no
0,0,0,0.2,0,0,19,yes
1,1,1,0.5625,0,0,317,no
0,0,0,0.519231,0,0,8,no
0.2,0,1,0.242956,25,5,41,no
1,1,1,0.230769,0,0,53,no
0,0,0,0,0,0,26,no
0,0,0,0.410526,6,3,17,yes
0,0,0,0,0,0,4,no
0.834653,0.233126,0.149093,0.900681,4,4,4.60371,yes
1,1,2,0.897368,0,0,101,no
1,1,1,1,0,0,18,no
1,1,3,1,0,0,98,no
0,0,0,0.639456,0,0,199,no
0.333333,0,1,0.259259,0,0,14,no
1,1,1,0.285714,0,0,25,no
1,1,4,0.516098,0,0,261,no
0,0,0,0.5,0,0,1,no
1,1,1,0.166667,4,4,3,no
0,0,0,0.535757,0,0,271,no
1,1,1,0.333333,0,0,142,no
1,1,1,1,0,0,2,no
1,1,1,0.4,0,0,3,no
1,1,1,0.761905,0,0,118,no
1,1,1,1,0,0,7,no
1,1,2,0.541209,0,0,244,no
0.5,0,1,0.567251,0,0,169,no
1,1,1,0.5,0,0,99,no
1,1,1,0.727273,0,0,231,no
1,1,1,1,4,4,17,no
0.666667,0,2,0.255768,0,0,10,no
1,1,1,1,0,0,16,no
0,0,0,0,0,0,21,no
0,0,0,0.037026,0,0,19.803721,yes
1,1,1,0.5,0,0,179,no
0.368138,0.432573,0.514054,0.621578,0,0,2.544356,yes
0.25,0,1,0.537753,8,2,300,no
0,0,0,0,3,3,1,no
1,1,2,0.72549,0,0,370,no
1,1,1,0.583333,0,0,102,no
1,1,2,1,0,0,35,no
1,1,2,0.517903,0,0,196,no
0,0,0,0.25,3,3,42,yes
1,1,1,0.5,0,0,3,no
1,1,4,0.839181,0,0,67,no
0.333333,0,2,0.545713,0,0,91,no
0.8182,0.40026,0.151899,0.511128,2.55921,0.247403,40.385792,yes
0,0,0,0.666667,0,0,198,no
0.170382,0,0.369752,0.717511,0.940708,2.326278,97,yes
1,1,2,1,0,0,311,no
1,1,1,1,0,0,5,no
1,1,1,1,0,0,25,no
1,1,1,1,0,0,7,no
1,1,1,0.333333,0,0,26,no
0,0,0,0.25,0,0,37,no
0.5,0,1,0.283333,4,2,54,no
0.25,0,1,0.19074,0,0,21,no
0,0,0,0.309524,4,4,264,no
1,1,1,1,0,0,3,no
1,1,1,0.727273,0,0,204,no
0,0,0,0.543154,12,3,41,yes
1,1,1,1,2,2,6,no
1,1,1,0.4,2,2,31,no
1,1,1,1,0,0,65,no
1,1,1,1,0,0,185,no
0,0,0,0,3,3,9,no
1,1,1,1,0,0,49,no
1,1,1,0.72,0,0,234,no
0,0,0,0,0,0,10,no
0,0,0,0.25,3,3,7,no
1,1,1,1,2,2,4,no
0,0,0,0.189358,9,2.25,7,no
1,1,1,0.333333,0,0,90,no
0,0,0,0.675,0,0,9,yes
0,0,0,0,0,0,10,no
1,1,1,1,3,3,15,no
0.5,0,1,0.386905,0,0,379,no
0.333333,0,2,0.339409,12,2,326,no
1,1,1,0.5,0,0,3,no
1,1,3,0.759804,0,0,65,no
1,1,1,1,0,0,100,no
0,0,0,0,0,0,17,no
0.333333,0,2,0.621327,0,0,59,no
1,1,1,1,0,0,3,no
1,1,1,0.900291,0.365402,0.213072,4,yes
1,1,1,1,0,0,141,no
1,1,1,1,3,3,0,no
1,1,1,1,3,3,54,no
0,0,0,0.757576,0,0,143,no
1,1,2,0.333333,0,0,37,no
1,1,1,0.444444,2,2,7,no
0,0,0,0.098723,4.974691,3,45.177812,yes
1,1,1,0.5,0,0,118,no
1,1,3,0.833333,0,0,27,no
0,0,0,0.341223,2.886056,2.178564,1,yes
0,0,0,0,2,2,6,no
1,1,1,0.75,0,0,92,no
1,1,3,0.916667,0,0,25,no
1,1,1,1,5,5,16,no
1,1,1,1,0,0,33,no
0.4,0,2,0.577857,0,0,54,no
1,1,1,0.794118,0,0,223,no
0,0,0,0.8,0,0,233,no
1,1,1,1,0,0,9,no
1,1,1,0.615385,0,0,276,no
0,0,0,0,6,3,38,no
0.5,0,2,0.348512,0,0,354,no
1,1,1,0.5,0,0,195,no
0,0,0,0,0,0,25,no
0,0,0,0,4,4,44,no
0.25,0,2,0.386894,0,0,112,no
0,0,0,0.166667,0,0,18,no
1,1,1,1,0,0,6,no
1,1,6,0.845497,0,0,104,no
0,0,0,0.290365,36,2.571429,37,no
0,0,0,0,0,0,2,yes
1,1,1,0.666667,0,0,46,no
1,1,1,0.692308,0,0,205,no
1,1,2,1,0,0,65,no
0,0,0,0.4,3,3,19,no
1,1,4,0.701923,0,0,21,no
1,1,1,1,0,0,16,no
0,0,0,0,2,2,5,no
1,1,2,1,0,0,139,no
1,1,2,0.30602,0,0,218,no
1,1,1,0.596154,0,0,259,no
1,1,1,0.5,0,0,92,no
0.897176,0.894897,0.105741,0.380688,0,0,29.168451,yes
1,1,1,0.24,0,0,25,no
0,0,0,0.286267,3,3,28.456656,yes
1,1,1,0.666667,0,0,40,yes
0.333333,0,1,0.508658,0,0,79,no
0.030942,0.104606,0.573598,0.579838,0,0,29.066711,yes
1,1,1,1,0,0,55,no
0,0,0,0.299198,3.618316,3.704856,23.050691,yes
1,1,1,1,0,0,3,no
1,1,1,0.473684,0,0,65,no
0,0,0,0.222222,0,0,224,no
1,1,1,1,0,0,16,no
1,1,2,0.554945,0,0,132,no
0.5,0,1,0.5,0,0,30,no
0.5,0,1,0.435526,0,0,24,no
1,1,1,0.5,0,0,85,no
0,0,0,0.506009,26.835948,3.699871,57.773102,yes
0,0,0,0.333333,0,0,30,no
1,1,1,1,0,0,2,no
1,1,3,0.741667,0,0,47,no
1,1,1,0.626506,0,0,288,no
0.847672,0.534636,1,0.267736,6.335669,4,9.939498,yes
1,1,1,0.758621,0,0,199,no
0.428047,0.685163,0.282246,0.976903,0,0,131.248833,yes
0,0,0,0,6,3,11,no
1,1,1,1,0,0,23,no
1,1,1,1,0,0,57,no
1,1,3,0.630853,0,0,102,no
1,1,1,0.526316,0,0,116,no
0,0,0,0.25,3,3,5,yes
0.142368,0,1,0.204027,21.460217,3.58379,98.973852,yes
1,1,1,0.12,6,6,11,no
0,0,0,0.294799,0,0,371,no
1,1,1,0.318182,0,0,154,no
0.8,0,4,0.909524,0,0,151,no
0,0,0,0.473684,0,0,19,no
0,0,0,0,0,0,13,no
0.333333,0,1,0.594083,0,0,85,no
0,0,0,0.3,0,0,93,no
0,0,0,0,0,0,92,no
0.125,0,1,0.217329,56,7,173,no
1,1,1,1,0,0,15,no
0.333333,0,1,0.289492,0,0,21,no
0.5,0,2,0.308333,4,1,19,no
0.25,0,1,0.382601,12,3,329,no
0,0,0,0.263188,2,2,1.63457,yes
0,0,0,0,0,0,2,no
1,1,2,0.390152,0,0,54,no
0.826238,0.984323,1,0.537465,0,0,38.443212,yes
1,1,1,1,0,0,196,no
0,0,0,0.178872,2.2865,2.754392,3.930014,yes
1,1,2,0.764286,0,0,167,no
1,1,1,0.375,3,3,8,no
0,0,0,0.375,0,0,10,no
0.222222,0,2,0.424751,30,3.333333,9,no
0,0,0,0.5,0,0,43,no
1,1,2,0.6,0,0,77,no
1,1,1,1,0,0,114,no
1,1,1,0.75,0,0,103,no
0,0,0,0.7,0,0,210,no
1,1,1,1,4,4,47,no
0,0,0,0,2,2,5,no
1,1,1,0.432099,0,0,285,no
0,0,0,0.293299,4,2.226026,17.150396,yes
1,1,1,1,0,0,15,no
1,1,1,0.5,3,3,8,no
1,1,1,1,0,0,51,no
0,0,0,0.214286,5,5,6,no
0,0,0,0.144841,9,3,11,no
0.8,0,4,0.8,0,0,3,no
0,0,0,0.077355,4,4,7.587524,yes
0,0,0,0.376811,0,0,148.711581,yes
0,0,0,0.101681,9,3,46.685906,yes
0,0,0,0.238095,4,4,15,yes
1,1,1,1,2,2,11,no
1,1,1,0.545455,0,0,138,no
1,1,1,1,0,0,152,no
1,1,1,0.625,2,2,13,no
0,0,0,0,3,3,4,no
0.21721,0,0.616625,0.415394,2.044835,0.809971,28,yes
1,1,3,0.708812,0,0,276,no
0,0,0,0.125327,9,3,47,yes
0,0,0,0.5,0,0,97,no
0,0,0,0,2,2,12,no
1,1,1,1,0,0,18,no
1,1,1,1,0,0,72,no
0,0,0,0,0,0,11,no
0.5,0,2,0.459413,9,2.25,143,no
0,0,0,0.4,0,0,43,no
1,1,1,0.819277,0,0,230,no
1,1,1,0.5,0,0,188,no
1,1,1,1,2,2,2,no
0.2,0,1,0.07138,18.963675,3.714844,14.128453,yes
0,0,0,0.5,4,4,7,no
1,1,1,1,0,0,175,no
1,1,1,0.333333,2,2,13,no
1,1,1,0.5,3,3,22,no
0.4,0,2,0.225,4,0.8,7,no
1,1,1,0.2,3,3,9,no
0.5,0,1,0.1,6,3,12,no
1,1,1,0.25,2,2,9,no
0,0,0,0.409091,3,3,97,yes
1,1,5,0.618315,0,0,67,no
0.526922,0.108722,0.4225,0.2282,0,0,18.544031,yes
0,0,0,0.48,0,0,102,no
0,0,0,0,0,0,25,no
0,0,0,0.5,0,0,111,no
1,1,1,1,0,0,0,no
0,0,0,0,2,2,1.006698,yes
1,1,1,0.444444,0,0,11,no
1,1,1,1,0,0,0,no
0,0,0,0.571429,5,5,91,no
0.333333,0,1,0.623932,0,0,64,no
0,0,0,0.309742,4.306405,3.838203,18,yes
0.668297,0.811147,0.46398,0.407688,0,0,3.970385,yes
1,1,1,1,0,0,69,no
0,0,0,0.588235,0,0,117,no
0,0,0,0.182353,2,1,32,no
1,1,1,0.5,3,3,3,no
0,0,0,0,0,0,13,no
1,1,2,0.727273,0,0,54,no
1,1,1,1,0,0,29,no
1,1,1,1,0,0,102,no
0,0,0,0.638554,0,0,284,no
0,0,0,0.375,0,0,16,no
0,0,0,0.631579,0,0,44,no
1,1,1,0.25,0,0,22,no
1,1,1,1,0,0,190,no
1,1,2,1,0,0,0,no
0,0,0,0.208696,0,0,196,no
0,0,0,0.6875,0,0,227,no
0,0,0,0.333333,0,0,2,no
1,1,1,0.746479,0,0,226,no
1,1,2,0.036407,8,4,21,no
1,1,4,0.906469,0,0,105,no
0,0,0,0.068966,3,3,57,no
0.096289,0,0.751664,0.721293,7.402335,0.591766,82.180449,yes
1,1,1,0.2,3,3,10,no
1,1,1,1,0,0,184,no
0.868915,0.606289,1,0.583333,0,0,28.323032,yes
0,0,0,0.5,0,0,377,no
1,1,1,1,0,0,33,no
0,0,0,0.6,2,2,10,no
0,0,0,0,2,2,7,no
1,1,3,0.9,0,0,92,no
0,0,0,0.14482,0,0,19.392141,yes
0,0,0,0.262366,4,2,14,no
1,1,1,1,4,4,50,no
0,0,0,0.583333,0,0,2,no
0,0,0,0.2,4,4,10,no
0.4,0,2,0.738571,0,0,137,no
0,0,0,0.2,1,1,33,no
0.911379,0.323877,1,0.542772,0,0,38.711975,yes
0,0,0,0.157895,1,1,5,no
0,0,0,0.126209,4.198748,4.989366,17.920958,yes
0,0,0,0.063327,4,4,15.424111,yes
0,0,0,0.444444,3,3,319,no
0.5,0,1,0.671329,0,0,82,no
1,1,3,1,0,0,52,no
0,0,0,0.5,1,1,10,no
1,1,1,0.510204,0,0,111,no
0.111111,0,1,0.374341,0,0,100,no
0.4,0,4,0.356145,24,2.4,89,no
1,1,1,1,0,0,74,no
1,1,1,1,0,0,155,no
1,1,2,0.8,0,0,92,no
0,0,0,0,2,2,1,no
1,1,2,0.552083,0,0,206,no
1,1,1,0.346154,0,0,226,no
1,1,1,0.567797,0,0,325,no
